Athlete,Closing Ceremony Date,Country,Sport,Year,Age,Bronze Medals,Gold Medals,Silver Medals,Total Medals
Tanya Harding,01-10-2000,Australia,Softball,2000,28,1,0,0,1
Marcel Wouda,01-10-2000,Netherlands,Swimming,2000,28,1,0,0,1
Víctor Estrada,01-10-2000,Mexico,Taekwondo,2000,28,1,0,0,1
Karin,01-10-2000,Brazil,Volleyball,2000,28,1,0,0,1
Leila,01-10-2000,Brazil,Volleyball,2000,28,1,0,0,1
Sergey Lavrenov,01-10-2000,Belarus,Weightlifting,2000,28,1,0,0,1
Andrey Chemerkin,01-10-2000,Russia,Weightlifting,2000,28,1,0,0,1
Khassaraporn Suta,01-10-2000,Thailand,Weightlifting,2000,28,1,0,0,1
Cornelia Pfohl,01-10-2000,Germany,Archery,2000,29,1,0,0,1
Joyce Chepchumba,01-10-2000,Kenya,Athletics,2000,29,1,0,0,1
Denis Kapustin,01-10-2000,Russia,Athletics,2000,29,1,0,0,1
Maksim Tarasov,01-10-2000,Russia,Athletics,2000,29,1,0,0,1
Svetlana Goncharenko,01-10-2000,Russia,Athletics,2000,29,1,0,0,1
Yuliya Sotnikova,01-10-2000,Russia,Athletics,2000,29,1,0,0,1
Melissa Morrison,01-10-2000,United States,Athletics,2000,29,1,0,0,1
Kim Tae-Gyun,01-10-2000,South Korea,Baseball,2000,29,1,0,0,1
Adriana,01-10-2000,Brazil,Basketball,2000,29,1,0,0,1
Darius Maskoliunas,01-10-2000,Lithuania,Basketball,2000,29,1,0,0,1
Lance Armstrong,01-10-2000,United States,Cycling,2000,29,1,0,0,1
Jan Hempel,01-10-2000,Germany,Diving,2000,29,1,0,0,1
Ann-Cathrin Eriksen,01-10-2000,Norway,Handball,2000,29,1,0,0,1
Kjersti Grini,01-10-2000,Norway,Handball,2000,29,1,0,0,1
Antonio Ortega,01-10-2000,Spain,Handball,2000,29,1,0,0,1
Josu Olalla,01-10-2000,Spain,Handball,2000,29,1,0,0,1
Damon Diletti,01-10-2000,Australia,Hockey,2000,29,1,0,0,1
Jimmy Elmer,01-10-2000,Australia,Hockey,2000,29,1,0,0,1
Anatoly Laryukov,01-10-2000,Belarus,Judo,2000,29,1,0,0,1
Indrek Pertelson,01-10-2000,Estonia,Judo,2000,29,1,0,0,1
Ruslan Mashurenko,01-10-2000,Ukraine,Judo,2000,29,1,0,0,1
Alison Korn,01-10-2000,Canada,Rowing,2000,29,1,0,0,1
Laryssa Biesenthal,01-10-2000,Canada,Rowing,2000,29,1,0,0,1
Igor Boraska,01-10-2000,Croatia,Rowing,2000,29,1,0,0,1
Tihomir Frankovic,01-10-2000,Croatia,Rowing,2000,29,1,0,0,1
Stephan Volkert,01-10-2000,Germany,Rowing,2000,29,1,0,0,1
Kristina Poplavskaja,01-10-2000,Lithuania,Rowing,2000,29,1,0,0,1
Larisa Merk,01-10-2000,Russia,Rowing,2000,29,1,0,0,1
Sarah Garner,01-10-2000,United States,Rowing,2000,29,1,0,0,1
René Schwall,01-10-2000,Germany,Sailing,2000,29,1,0,0,1
Ruslana Taran,01-10-2000,Ukraine,Sailing,2000,29,1,0,0,1
Melanie Roche,01-10-2000,Australia,Softball,2000,29,1,0,0,1
Yoriko Okamoto,01-10-2000,Japan,Taekwondo,2000,29,1,0,0,1
Magali Messmer,01-10-2000,Switzerland,Triathlon,2000,29,1,0,0,1
Virna,01-10-2000,Brazil,Volleyball,2000,29,1,0,0,1
Andrea Sartoretti,01-10-2000,Italy,Volleyball,2000,29,1,0,0,1
Irina Tolkunova,01-10-2000,Russia,Waterpolo,2000,29,1,0,0,1
Predrag Zimonjic,01-10-2000,Serbia and Montenegro,Waterpolo,2000,29,1,0,0,1
Veljko Uskokovic,01-10-2000,Serbia and Montenegro,Waterpolo,2000,29,1,0,0,1
Viktor Jelenic,01-10-2000,Serbia and Montenegro,Waterpolo,2000,29,1,0,0,1
Astrid Kumbernuss,01-10-2000,Germany,Athletics,2000,30,1,0,0,1
Kelly Holmes,01-10-2000,Great Britain,Athletics,2000,30,1,0,0,1
Chris Huffins,01-10-2000,United States,Athletics,2000,30,1,0,0,1
Chryste Gaines,01-10-2000,United States,Athletics,2000,30,1,0,0,1
Jeong Min-Tae,01-10-2000,South Korea,Baseball,2000,30,1,0,0,1
Gintaras Einikis,01-10-2000,Lithuania,Basketball,2000,30,1,0,0,1
Paolo Vidoz,01-10-2000,Italy,Boxing,2000,30,1,0,0,1
Anne-Lise Bardet,01-10-2000,France,Canoeing,2000,30,1,0,0,1
Dariusz Bialkowski,01-10-2000,Poland,Canoeing,2000,30,1,0,0,1
Sanda Toma,01-10-2000,Romania,Canoeing,2000,30,1,0,0,1
Daniele Crosta,01-10-2000,Italy,Fencing,2000,30,1,0,0,1
Susann Goksør-Bjerkrheim,01-10-2000,Norway,Handball,2000,30,1,0,0,1
David Barrufet,01-10-2000,Spain,Handball,2000,30,1,0,0,1
Mateo Garralda,01-10-2000,Spain,Handball,2000,30,1,0,0,1
Daphne Touw,01-10-2000,Netherlands,Hockey,2000,30,1,0,0,1
Krešimir Culjak,01-10-2000,Croatia,Rowing,2000,30,1,0,0,1
Michael Blackburn,01-10-2000,Australia,Sailing,2000,30,1,0,0,1
Fredrik Lööf,01-10-2000,Sweden,Sailing,2000,30,1,0,0,1
Giovanni Pellielo,01-10-2000,Italy,Shooting,2000,30,1,0,0,1
Kelly Hardie,01-10-2000,Australia,Softball,2000,30,1,0,0,1
Kerstin Kielgaß,01-10-2000,Germany,Swimming,2000,30,1,0,0,1
Patrick Chila,01-10-2000,France,Table Tennis,2000,30,1,0,0,1
Els Callens,01-10-2000,Belgium,Tennis,2000,30,1,0,0,1
Fofão,01-10-2000,Brazil,Volleyball,2000,30,1,0,0,1
Ricarda,01-10-2000,Brazil,Volleyball,2000,30,1,0,0,1
Andrea Giani,01-10-2000,Italy,Volleyball,2000,30,1,0,0,1
Pasquale Gravina,01-10-2000,Italy,Volleyball,2000,30,1,0,0,1
Sandra Wagner-Sachse,01-10-2000,Germany,Archery,2000,31,1,0,0,1
Carl Oliver,01-10-2000,Bahamas,Athletics,2000,31,1,0,0,1
Luis Alberto Pérez,01-10-2000,Cuba,Athletics,2000,31,1,0,0,1
Nezha Bidouane,01-10-2000,Morocco,Athletics,2000,31,1,0,0,1
Fernanda Ribeiro,01-10-2000,Portugal,Athletics,2000,31,1,0,0,1
Mark Crear,01-10-2000,United States,Athletics,2000,31,1,0,0,1
Gu Dae-Seong,01-10-2000,South Korea,Baseball,2000,31,1,0,0,1
Kim Gi-Tae,01-10-2000,South Korea,Baseball,2000,31,1,0,0,1
Janeth,01-10-2000,Brazil,Basketball,2000,31,1,0,0,1
Axel Hager,01-10-2000,Germany,Beach Volleyball,2000,31,1,0,0,1
Katrin Borchert,01-10-2000,Australia,Canoeing,2000,31,1,0,0,1
Sean Eadie,01-10-2000,Australia,Cycling,2000,31,1,0,0,1
Bryan Steel,01-10-2000,Great Britain,Cycling,2000,31,1,0,0,1
Marco Villa,01-10-2000,Italy,Cycling,2000,31,1,0,0,1
Olga Slyusareva,01-10-2000,Russia,Cycling,2000,31,1,0,0,1
Khaled Al-Eid,01-10-2000,Saudi Arabia,Equestrian,2000,31,1,0,0,1
Sabine Bau,01-10-2000,Germany,Fencing,2000,31,1,0,0,1
Doris Fitschen,01-10-2000,Germany,Football,2000,31,1,0,0,1
Alberto Urdiales,01-10-2000,Spain,Handball,2000,31,1,0,0,1
Enric Massip,01-10-2000,Spain,Handball,2000,31,1,0,0,1
Jordi Nuñez,01-10-2000,Spain,Handball,2000,31,1,0,0,1
Rafael Guijosa,01-10-2000,Spain,Handball,2000,31,1,0,0,1
Stephen Davies,01-10-2000,Australia,Hockey,2000,31,1,0,0,1
Heather McDermid,01-10-2000,Canada,Rowing,2000,31,1,0,0,1
Birute Šakickiene,01-10-2000,Lithuania,Rowing,2000,31,1,0,0,1
Christine Collins,01-10-2000,United States,Rowing,2000,31,1,0,0,1
Karen Kraft,01-10-2000,United States,Rowing,2000,31,1,0,0,1
Kerry Dienelt,01-10-2000,Australia,Softball,2000,31,1,0,0,1
Peta Edebone,01-10-2000,Australia,Softball,2000,31,1,0,0,1
Chen Jing,01-10-2000,Chinese Taipei,Table Tennis,2000,31,1,0,0,1
Jean-Philippe Gatien,01-10-2000,France,Table Tennis,2000,31,1,0,0,1
Yekaterina Anikeyeva,01-10-2000,Russia,Waterpolo,2000,31,1,0,0,1
Brahim Lahlafi,01-10-2000,Morocco,Athletics,2000,32,1,0,0,1
Nelson Loyola,01-10-2000,Cuba,Fencing,2000,32,1,0,0,1
Dmitry Shevchenko,01-10-2000,Russia,Fencing,2000,32,1,0,0,1
Iñaki Urdangarín,01-10-2000,Spain,Handball,2000,32,1,0,0,1
Talant Duyshebayev,01-10-2000,Spain,Handball,2000,32,1,0,0,1
Jay Stacy,01-10-2000,Australia,Hockey,2000,32,1,0,0,1
Michael York,01-10-2000,Australia,Hockey,2000,32,1,0,0,1
Emanuela Pierantozzi,01-10-2000,Italy,Judo,2000,32,1,0,0,1
Girolamo Giovinazzo,01-10-2000,Italy,Judo,2000,32,1,0,0,1
Victor Feddersen,01-10-2000,Denmark,Rowing,2000,32,1,0,0,1
Andreas Hajek,01-10-2000,Germany,Rowing,2000,32,1,0,0,1
Espen Stokkeland,01-10-2000,Norway,Sailing,2000,32,1,0,0,1
Sergey Martynov,01-10-2000,Belarus,Shooting,2000,32,1,0,0,1
Carlos Pedroso,01-10-2000,Cuba,Fencing,2000,33,1,0,0,1
Iván Zamorano,01-10-2000,Chile,Football,2000,33,1,0,0,1
Nelson Tapia,01-10-2000,Chile,Football,2000,33,1,0,0,1
Lachlan Dreher,01-10-2000,Australia,Hockey,2000,33,1,0,0,1
Theresa Luke,01-10-2000,Canada,Rowing,2000,33,1,0,0,1
Giovanni Calabrese,01-10-2000,Italy,Rowing,2000,33,1,0,0,1
Barbara Kendall,01-10-2000,New Zealand,Sailing,2000,33,1,0,0,1
Fehaid Al-Deehani,01-10-2000,Kuwait,Shooting,2000,33,1,0,0,1
Yevgeny Aleynikov,01-10-2000,Russia,Shooting,2000,33,1,0,0,1
Tim Munnings,01-10-2000,Bahamas,Athletics,2000,34,1,0,0,1
Irina Yatchenko,01-10-2000,Belarus,Athletics,2000,34,1,0,0,1
Vladimir Andreyev,01-10-2000,Russia,Athletics,2000,34,1,0,0,1
Song Jin-U,01-10-2000,South Korea,Baseball,2000,34,1,0,0,1
Adriana Samuel,01-10-2000,Brazil,Beach Volleyball,2000,34,1,0,0,1
Jörg Ahmann,01-10-2000,Germany,Beach Volleyball,2000,34,1,0,0,1
Monika Weber-Koszto,01-10-2000,Germany,Fencing,2000,34,1,0,0,1
Lee Sang-Gi,01-10-2000,South Korea,Fencing,2000,34,1,0,0,1
Stéphane Traineau,01-10-2000,France,Judo,2000,34,1,0,0,1
Marcelo Ferreira,01-10-2000,Brazil,Sailing,2000,34,1,0,0,1
Andrea Gardini,01-10-2000,Italy,Volleyball,2000,34,1,0,0,1
Marco Bracci,01-10-2000,Italy,Volleyball,2000,34,1,0,0,1
Paolo Tofoli,01-10-2000,Italy,Volleyball,2000,34,1,0,0,1
Pierpaolo Ferrazzi,01-10-2000,Italy,Canoeing,2000,35,1,0,0,1
Trine Haltvik,01-10-2000,Norway,Handball,2000,35,1,0,0,1
Andrei Xepkin,01-10-2000,Spain,Handball,2000,35,1,0,0,1
James Tomkins,01-10-2000,Australia,Rowing,2000,35,1,0,0,1
Roland Gäbler,01-10-2000,Germany,Sailing,2000,35,1,0,0,1
Olena Pakholchyk,01-10-2000,Ukraine,Sailing,2000,35,1,0,0,1
Diána Igaly,01-10-2000,Hungary,Shooting,2000,35,1,0,0,1
Sally McDermid-McCreedy,01-10-2000,Australia,Softball,2000,35,1,0,0,1
Joel Sánchez,01-10-2000,Mexico,Athletics,2000,36,1,0,0,1
Marta Sobral,01-10-2000,Brazil,Basketball,2000,36,1,0,0,1
Herman Horn Johannessen,01-10-2000,Norway,Sailing,2000,36,1,0,0,1
Lalita Milshina-Yauhleuskaya,01-10-2000,Belarus,Shooting,2000,36,1,0,0,1
Aleksandar Šoštar,01-10-2000,Serbia and Montenegro,Waterpolo,2000,36,1,0,0,1
Igor Astapkovich,01-10-2000,Belarus,Athletics,2000,37,1,0,0,1
Jonny Clay,01-10-2000,Great Britain,Cycling,2000,37,1,0,0,1
Silvio Martinello,01-10-2000,Italy,Cycling,2000,37,1,0,0,1
André Johannpeter,01-10-2000,Brazil,Equestrian,2000,37,1,0,0,1
Gao E,01-10-2000,China,Shooting,2000,37,1,0,0,1
Todd Graves,01-10-2000,United States,Shooting,2000,37,1,0,0,1
Charlie McKee,01-10-2000,United States,Sailing,2000,38,1,0,0,1
Barbara Mensing,01-10-2000,Germany,Archery,2000,39,1,0,0,1
Yvonne McGregor,01-10-2000,Great Britain,Cycling,2000,39,1,0,0,1
Guenter Seidel,01-10-2000,United States,Equestrian,2000,40,1,0,0,1
Lesley Thompson-Willie,01-10-2000,Canada,Rowing,2000,40,1,0,0,1
Torben Grael,01-10-2000,Brazil,Sailing,2000,40,1,0,0,1
Jonathan McKee,01-10-2000,United States,Sailing,2000,40,1,0,0,1
Jeannie Longo-Ciprelli,01-10-2000,France,Cycling,2000,41,1,0,0,1
Nina Fout,01-10-2000,United States,Equestrian,2000,41,1,0,0,1
Karen Lende O'Connor,01-10-2000,United States,Equestrian,2000,42,1,0,0,1
Susan Blinks,01-10-2000,United States,Equestrian,2000,42,1,0,0,1
Paul Davis,01-10-2000,Norway,Sailing,2000,42,1,0,0,1
Christine Traurig,01-10-2000,United States,Equestrian,2000,43,1,0,0,1
Mark Todd,01-10-2000,New Zealand,Equestrian,2000,44,1,0,0,1
Robert Dover,01-10-2000,United States,Equestrian,2000,44,1,0,0,1
Butch Johnson,01-10-2000,United States,Archery,2000,45,1,0,0,1
Luiz Felipe de Azevedo,01-10-2000,Brazil,Equestrian,2000,47,1,0,0,1
Harald Stenvaag,01-10-2000,Norway,Shooting,2000,47,1,0,0,1
Kim Martin,24-02-2002,Sweden,Ice Hockey,2002,15,1,0,0,1
Danijela Rundqvist,24-02-2002,Sweden,Ice Hockey,2002,17,1,0,0,1
Evelina Samuelsson,24-02-2002,Sweden,Ice Hockey,2002,17,1,0,0,1
Ilya Kovalchuk,24-02-2002,Russia,Ice Hockey,2002,18,1,0,0,1
Josefin Pettersson,24-02-2002,Sweden,Ice Hockey,2002,18,1,0,0,1
Nanna Jansson,24-02-2002,Sweden,Ice Hockey,2002,18,1,0,0,1
Guo Wei,24-02-2002,China,Short-Track Speed Skating,2002,18,1,0,0,1
Li Ye,24-02-2002,China,Short-Track Speed Skating,2002,18,1,0,0,1
Emelie Berggren,24-02-2002,Sweden,Ice Hockey,2002,19,1,0,0,1
Amélie Goulet-Nadon,24-02-2002,Canada,Short-Track Speed Skating,2002,19,1,0,0,1
Deidra Dionne,24-02-2002,Canada,Freestyle Skiing,2002,20,1,0,0,1
Anna Andersson,24-02-2002,Sweden,Ice Hockey,2002,20,1,0,0,1
Therese Sjölander,24-02-2002,Sweden,Ice Hockey,2002,20,1,0,0,1
Marie-Eve Drolet,24-02-2002,Canada,Short-Track Speed Skating,2002,20,1,0,0,1
Robert Kranjec,24-02-2002,Slovenia,Ski Jumping,2002,20,1,0,0,1
JJ Thomas,24-02-2002,United States,Snowboarding,2002,20,1,0,0,1
Michelle Kwan,24-02-2002,United States,Figure Skating,2002,21,1,0,0,1
Timothy Goebel,24-02-2002,United States,Figure Skating,2002,21,1,0,0,1
Anna Vikman,24-02-2002,Sweden,Ice Hockey,2002,21,1,0,0,1
Jens Filbrich,24-02-2002,Germany,Cross Country Skiing,2002,22,1,0,0,1
Laurence Rochat,24-02-2002,Switzerland,Cross Country Skiing,2002,22,1,0,0,1
Aleksey Grishin,24-02-2002,Belarus,Freestyle Skiing,2002,22,1,0,0,1
Maksim Afinogenov,24-02-2002,Russia,Ice Hockey,2002,22,1,0,0,1
Erika Holst,24-02-2002,Sweden,Ice Hockey,2002,22,1,0,0,1
Joa Elfsberg,24-02-2002,Sweden,Ice Hockey,2002,22,1,0,0,1
Maria Larsson,24-02-2002,Sweden,Ice Hockey,2002,22,1,0,0,1
Maria Rooth,24-02-2002,Sweden,Ice Hockey,2002,22,1,0,0,1
Ulrica Lindström,24-02-2002,Sweden,Ice Hockey,2002,22,1,0,0,1
Michael Gruber,24-02-2002,Austria,Nordic Combined,2002,22,1,0,0,1
Rusty Smith,24-02-2002,United States,Short-Track Speed Skating,2002,22,1,0,0,1
Primož Peterka,24-02-2002,Slovenia,Ski Jumping,2002,22,1,0,0,1
Fabienne Reuteler,24-02-2002,Switzerland,Snowboarding,2002,22,1,0,0,1
Cindy Klassen,24-02-2002,Canada,Speed Skating,2002,22,1,0,0,1
Joey Cheek,24-02-2002,United States,Speed Skating,2002,22,1,0,0,1
Kip Carpenter,24-02-2002,United States,Speed Skating,2002,22,1,0,0,1
Karen Putzer,24-02-2002,Italy,Alpine Skiing,2002,23,1,0,0,1
Marco Ramstein,24-02-2002,Switzerland,Curling,2002,23,1,0,0,1
Shen Xue,24-02-2002,China,Figure Skating,2002,23,1,0,0,1
Oleg Kvasha,24-02-2002,Russia,Ice Hockey,2002,23,1,0,0,1
Pavel Datsyuk,24-02-2002,Russia,Ice Hockey,2002,23,1,0,0,1
Sergey Samsonov,24-02-2002,Russia,Ice Hockey,2002,23,1,0,0,1
An Yulong,24-02-2002,China,Short-Track Speed Skating,2002,23,1,0,0,1
Feng Kai,24-02-2002,China,Short-Track Speed Skating,2002,23,1,0,0,1
Peter Žonta,24-02-2002,Slovenia,Ski Jumping,2002,23,1,0,0,1
Jens Boden,24-02-2002,Germany,Speed Skating,2002,23,1,0,0,1
Vincent Defrasne,24-02-2002,France,Biathlon,2002,24,1,0,0,1
Beat Hefti,24-02-2002,Switzerland,Bobsleigh,2002,24,1,0,0,1
Tobias Angerer,24-02-2002,Germany,Cross Country Skiing,2002,24,1,0,0,1
Per Elofsson,24-02-2002,Sweden,Cross Country Skiing,2002,24,1,0,0,1
Christoph Bieler,24-02-2002,Austria,Nordic Combined,2002,24,1,0,0,1
Mario Stecher,24-02-2002,Austria,Nordic Combined,2002,24,1,0,0,1
Alanna Kraus,24-02-2002,Canada,Short-Track Speed Skating,2002,24,1,0,0,1
Albina Akhatova,24-02-2002,Russia,Biathlon,2002,25,1,0,0,1
Tae Satoya,24-02-2002,Japan,Freestyle Skiing,2002,25,1,0,0,1
Danny Markov,24-02-2002,Russia,Ice Hockey,2002,25,1,0,0,1
Oleg Tverdovsky,24-02-2002,Russia,Ice Hockey,2002,25,1,0,0,1
Ylva Lindberg,24-02-2002,Sweden,Ice Hockey,2002,25,1,0,0,1
Nicole Herschmann,24-02-2002,Germany,Bobsleigh,2002,26,1,0,0,1
Andrea Huber,24-02-2002,Switzerland,Cross Country Skiing,2002,26,1,0,0,1
Ann-Louise Edstrand,24-02-2002,Sweden,Ice Hockey,2002,26,1,0,0,1
Gunilla Andersson,24-02-2002,Sweden,Ice Hockey,2002,26,1,0,0,1
Tania Vicent,24-02-2002,Canada,Short-Track Speed Skating,2002,26,1,0,0,1
Andreas Schifferer,24-02-2002,Austria,Alpine Skiing,2002,27,1,0,0,1
Irina Nikulchina,24-02-2002,Bulgaria,Biathlon,2002,27,1,0,0,1
Julien Robert,24-02-2002,France,Biathlon,2002,27,1,0,0,1
René Sommerfeldt,24-02-2002,Germany,Cross Country Skiing,2002,27,1,0,0,1
Maurizio Margaglio,24-02-2002,Italy,Figure Skating,2002,27,1,0,0,1
Sergey Gonchar,24-02-2002,Russia,Ice Hockey,2002,27,1,0,0,1
Valery Bure,24-02-2002,Russia,Ice Hockey,2002,27,1,0,0,1
Annica Åhlén,24-02-2002,Sweden,Ice Hockey,2002,27,1,0,0,1
Lasse Sætre,24-02-2002,Norway,Speed Skating,2002,27,1,0,0,1
Martina Ertl-Renz,24-02-2002,Germany,Alpine Skiing,2002,28,1,0,0,1
Martin Annen,24-02-2002,Switzerland,Bobsleigh,2002,28,1,0,0,1
Damian Grichting,24-02-2002,Switzerland,Curling,2002,28,1,0,0,1
Zhao Hongbo,24-02-2002,China,Figure Skating,2002,28,1,0,0,1
Aleksey Kovalyov,24-02-2002,Russia,Ice Hockey,2002,28,1,0,0,1
Aleksey Yashin,24-02-2002,Russia,Ice Hockey,2002,28,1,0,0,1
Andrey Nikolishin,24-02-2002,Russia,Ice Hockey,2002,28,1,0,0,1
Alex Coomber,24-02-2002,Great Britain,Skeleton,2002,28,1,0,0,1
Damjan Fras,24-02-2002,Slovenia,Ski Jumping,2002,28,1,0,0,1
Lidia Trettel,24-02-2002,Italy,Snowboarding,2002,28,1,0,0,1
Sonja Nef,24-02-2002,Switzerland,Alpine Skiing,2002,29,1,0,0,1
Galina Kukleva,24-02-2002,Russia,Biathlon,2002,29,1,0,0,1
Svetlana Ishmuratova,24-02-2002,Russia,Biathlon,2002,29,1,0,0,1
Mike Kohn,24-02-2002,United States,Bobsleigh,2002,29,1,0,0,1
Jaak Mae,24-02-2002,Estonia,Cross Country Skiing,2002,29,1,0,0,1
Andreas Schlütter,24-02-2002,Germany,Cross Country Skiing,2002,29,1,0,0,1
Boris Mironov,24-02-2002,Russia,Ice Hockey,2002,29,1,0,0,1
Darius Kasparaitis,24-02-2002,Russia,Ice Hockey,2002,29,1,0,0,1
Nikolay Khabibulin,24-02-2002,Russia,Ice Hockey,2002,29,1,0,0,1
Lotta Almblad,24-02-2002,Sweden,Ice Hockey,2002,29,1,0,0,1
Clay Ives,24-02-2002,United States,Luge,2002,29,1,0,0,1
Chris Klug,24-02-2002,United States,Snowboarding,2002,29,1,0,0,1
Clara Hughes,24-02-2002,Canada,Speed Skating,2002,29,1,0,0,1
Odd-Bjørn Hjelmeset,24-02-2002,Norway,Cross Country Skiing,2002,30,1,0,0,1
Natascia Leonardi Cortesi,24-02-2002,Switzerland,Cross Country Skiing,2002,30,1,0,0,1
Barbara Fusar Poli,24-02-2002,Italy,Figure Skating,2002,30,1,0,0,1
Richard Gay,24-02-2002,France,Freestyle Skiing,2002,30,1,0,0,1
Pavel Bure,24-02-2002,Russia,Ice Hockey,2002,30,1,0,0,1
Ådne Søndrål,24-02-2002,Norway,Speed Skating,2002,30,1,0,0,1
Brigitte Albrecht-Loretan,24-02-2002,Switzerland,Cross Country Skiing,2002,31,1,0,0,1
Andi Schwaller,24-02-2002,Switzerland,Curling,2002,31,1,0,0,1
Aleksey Zhamnov,24-02-2002,Russia,Ice Hockey,2002,31,1,0,0,1
Silke Kraushaar,24-02-2002,Germany,Luge,2002,31,1,0,0,1
Chris Thorpe,24-02-2002,United States,Luge,2002,31,1,0,0,1
Isabelle Charest,24-02-2002,Canada,Short-Track Speed Skating,2002,31,1,0,0,1
Dan Steele,24-02-2002,United States,Bobsleigh,2002,32,1,0,0,1
Doug Sharp,24-02-2002,United States,Bobsleigh,2002,32,1,0,0,1
Sergey Fyodorov,24-02-2002,Russia,Ice Hockey,2002,32,1,0,0,1
Viktor Maygurov,24-02-2002,Russia,Biathlon,2002,33,1,0,0,1
Julie Sutton-Skinner,24-02-2002,Canada,Curling,2002,33,1,0,0,1
Markus Eggler,24-02-2002,Switzerland,Curling,2002,33,1,0,0,1
Vladimir Malakhov,24-02-2002,Russia,Ice Hockey,2002,33,1,0,0,1
Gregor Stähli,24-02-2002,Switzerland,Skeleton,2002,33,1,0,0,1
Wolfgang Perner,24-02-2002,Austria,Biathlon,2002,34,1,0,0,1
Gilles Marguet,24-02-2002,France,Biathlon,2002,34,1,0,0,1
Susi Erdmann,24-02-2002,Germany,Bobsleigh,2002,34,1,0,0,1
Christof Schwaller,24-02-2002,Switzerland,Curling,2002,35,1,0,0,1
Igor Kravchuk,24-02-2002,Russia,Ice Hockey,2002,35,1,0,0,1
Georgina Wheatcroft,24-02-2002,Canada,Curling,2002,36,1,0,0,1
Kelley Law,24-02-2002,Canada,Curling,2002,36,1,0,0,1
Markus Prock,24-02-2002,Austria,Luge,2002,37,1,0,0,1
Kristina Bergstrand,24-02-2002,Sweden,Ice Hockey,2002,38,1,0,0,1
Brian Shimer,24-02-2002,United States,Bobsleigh,2002,39,1,0,0,1
Igor Larionov,24-02-2002,Russia,Ice Hockey,2002,41,1,0,0,1
Diane Nelson,24-02-2002,Canada,Curling,2002,43,1,0,0,1
Cheryl Noble,24-02-2002,Canada,Curling,2002,45,1,0,0,1
Mariya Kryuchkova,29-08-2004,Russia,Gymnastics,2004,16,1,0,0,1
Patricia Moreno,29-08-2004,Spain,Gymnastics,2004,16,1,0,0,1
Daniela Götz,29-08-2004,Germany,Swimming,2004,16,1,0,0,1
Guo Yue,29-08-2004,China,Table Tennis,2004,16,1,0,0,1
Tim Cuddihy,29-08-2004,Australia,Archery,2004,17,1,0,0,1
Galina Tancheva,29-08-2004,Bulgaria,Rhythmic Gymnastics,2004,17,1,0,0,1
Vladislava Tancheva,29-08-2004,Bulgaria,Rhythmic Gymnastics,2004,17,1,0,0,1
Zornitsa Marinova,29-08-2004,Bulgaria,Rhythmic Gymnastics,2004,17,1,0,0,1
Zarema Kasayeva,29-08-2004,Russia,Weightlifting,2004,17,1,0,0,1
Saul Weigopwa,29-08-2004,Nigeria,Athletics,2004,18,1,0,0,1
Zhang Nan,29-08-2004,China,Gymnastics,2004,18,1,0,0,1
Nataliya Ziganshina,29-08-2004,Russia,Gymnastics,2004,18,1,0,0,1
Ele?nora Kezhova,29-08-2004,Bulgaria,Rhythmic Gymnastics,2004,18,1,0,0,1
László Cseh Jr.,29-08-2004,Hungary,Swimming,2004,18,1,0,0,1
Inge Dekker,29-08-2004,Netherlands,Swimming,2004,18,1,0,0,1
Hwang Gyeong-Seon,29-08-2004,South Korea,Taekwondo,2004,18,1,0,0,1
Huang Shanshan,29-08-2004,China,Trampoline,2004,18,1,0,0,1
Nancy Carrillo,29-08-2004,Cuba,Volleyball,2004,18,1,0,0,1
Yuan Shu-Chi,29-08-2004,Chinese Taipei,Archery,2004,19,1,0,0,1
Jaroslav Bába,29-08-2004,Czech Republic,Athletics,2004,19,1,0,0,1
Tirunesh Dibaba,29-08-2004,Ethiopia,Athletics,2004,19,1,0,0,1
Véronique Mang,29-08-2004,France,Athletics,2004,19,1,0,0,1
Eliud Kipchoge,29-08-2004,Kenya,Athletics,2004,19,1,0,0,1
LeBron James,29-08-2004,United States,Basketball,2004,19,1,0,0,1
Bakhodirdzhon Sultanov,29-08-2004,Uzbekistan,Boxing,2004,19,1,0,0,1
Renal Ganeyev,29-08-2004,Russia,Fencing,2004,19,1,0,0,1
Giorgio Chiellini,29-08-2004,Italy,Football,2004,19,1,0,0,1
Christopher Zeller,29-08-2004,Germany,Hockey,2004,19,1,0,0,1
Kristina Rangelova,29-08-2004,Bulgaria,Rhythmic Gymnastics,2004,19,1,0,0,1
Zhaneta Ilieva,29-08-2004,Bulgaria,Rhythmic Gymnastics,2004,19,1,0,0,1
Naoko Sakamoto,29-08-2004,Japan,Softball,2004,19,1,0,0,1
Dave Davies,29-08-2004,Great Britain,Swimming,2004,19,1,0,0,1
